track_id	label	label_count
TRAAFMS128F933AB23	Other	1
TRAAFMS128F933AB23	Latin Rock	1
TRAAFMS128F933AB23	sadness	1
TRAAFMS128F933AB23	medium	1
TRAAFRU128F9339158	Pop	1
TRAAFRU128F9339158	Western Pop	1
TRAAFRU128F9339158	happiness	1
TRAAFRU128F9339158	medium	1
TRAAGCZ128F93210FD	Urban	1
TRAAGCZ128F93210FD	Western Hip-Hop/Rap	1
TRAAGCZ128F93210FD	anger	1
TRAAGCZ128F93210FD	medium	1
TRAAGEC128E079252C	Alternative & Punk	1
TRAAGEC128E079252C	sadness	1
TRAAGEC128E079252C	medium	1
TRAAGJV128F1464090	Rock	1
TRAAGJV128F1464090	60s Rock	1
TRAAGJV128F1464090	happiness	1
TRAAGJV128F1464090	medium	1
TRAAGPF12903CE027E	Traditional	1
TRAAGPF12903CE027E	Classic Country	1
TRAAGPF12903CE027E	happiness	1
TRAAGPF12903CE027E	medium	1
TRAAGPH128F4273C8D	Pop	1
TRAAGPH128F4273C8D	Western Pop	1
TRAAGPH128F4273C8D	Adult Alternative Pop	1
TRAAGPH128F4273C8D	happiness	1
TRAAGPH128F4273C8D	medium	1
TRAAGPJ128F428CD1B	Rock	1
TRAAGPJ128F428CD1B	Hard Rock	1
TRAAGPJ128F428CD1B	sadness	1
TRAAGPJ128F428CD1B	medium	1
TRAAGVF128E0789785	Alternative & Punk	1
TRAAGVF128E0789785	Indie Rock	1
TRAAGVF128E0789785	happiness	1
TRAAGVF128E0789785	anger	1
TRAAGVF128E0789785	fast	1
TRAAHEG128E07861C3	Urban	1
TRAAHEG128E07861C3	Western Hip-Hop/Rap	1
TRAAHEG128E07861C3	East Coast Rap	1
TRAAHEG128E07861C3	anger	1
TRAAHEG128E07861C3	neutral	1
TRAAHEG128E07861C3	medium	1
TRAAHKE128F421389B	Jazz	1
TRAAHKE128F421389B	anger	1
TRAAHKE128F421389B	neutral	1
TRAAHKE128F421389B	medium	1
TRAAHMO128F92DE7C9	Alternative & Punk	1
TRAAHMO128F92DE7C9	Indie Rock	1
TRAAHMO128F92DE7C9	happiness	1
TRAAHMO128F92DE7C9	slow	1
TRAAHVY128F92E25D6	Jazz	1
TRAAHVY128F92E25D6	sadness	1
TRAAHVY128F92E25D6	medium	1
TRAAHYV128F932A425	Electronica	1
TRAAHYV128F932A425	happiness	1
TRAAHYV128F932A425	fast	1
TRAAIAE128F42AC53D	Traditional	1
TRAAIAE128F42AC53D	Country	1
TRAAIAE128F42AC53D	happiness	1
TRAAIAE128F42AC53D	neutral	1
TRAAIAE128F42AC53D	slow	1
TRAAIDY128F92CA454	Rock	1
TRAAIDY128F92CA454	70s Rock	1
TRAAIDY128F92CA454	happiness	1
TRAAIDY128F92CA454	medium	1
TRAAIHL128F92E6DDA	Urban	1
TRAAIHL128F92E6DDA	Contemporary R&B/Soul	1
TRAAIHL128F92E6DDA	happiness	1
TRAAIHL128F92E6DDA	neutral	1
TRAAIHL128F92E6DDA	medium	1
TRAAIYR12903CD290D	Rock	1
TRAAIYR12903CD290D	Hard Rock	1
TRAAIYR12903CD290D	anger	1
TRAAIYR12903CD290D	medium	1
TRAAJJG128F4284B27	Alternative & Punk	1
TRAAJJG128F4284B27	Alternative	1
TRAAJJG128F4284B27	Alternative Rock	1
TRAAJJG128F4284B27	sadness	1
TRAAJJG128F4284B27	anger	1
TRAAJJG128F4284B27	medium	1
TRAAKAS128F4246013	Rock	1
TRAAKAS128F4246013	70s Rock	1
TRAAKAS128F4246013	sadness	1
TRAAKAS128F4246013	neutral	1
TRAAKAS128F4246013	medium	1
TRAAKDF128F92FA302	Alternative & Punk	1
TRAAKDF128F92FA302	Alternative	1
TRAAKDF128F92FA302	Alternative Rock	1
TRAAKDF128F92FA302	happiness	1
TRAAKDF128F92FA302	anger	1
TRAAKDF128F92FA302	fast	1
TRAAKDG128F42A0ECB	Urban	1
TRAAKDG128F42A0ECB	Contemporary R&B/Soul	1
TRAAKDG128F42A0ECB	anger	1
TRAAKDG128F42A0ECB	neutral	1
TRAAKDG128F42A0ECB	medium	1
TRAAKTK128F9343DCC	Other	1
TRAAKTK128F9343DCC	Latin Rock	1
TRAAKTK128F9343DCC	anger	1
TRAAKTK128F9343DCC	medium	1
TRAALHD12903D0BD6A	Rock	1
TRAALHD12903D0BD6A	Mainstream Rock	1
TRAALHD12903D0BD6A	General Mainstream Rock	1
TRAALHD12903D0BD6A	happiness	1
TRAALHD12903D0BD6A	fast	1
TRAALRZ128F429024E	Other	1
TRAALRZ128F429024E	happiness	1
TRAALRZ128F429024E	neutral	1
TRAALRZ128F429024E	medium	1
TRAALZC128F92E11A6	Traditional	1
TRAALZC128F92E11A6	Country	1
TRAALZC128F92E11A6	happiness	1
TRAALZC128F92E11A6	sadness	1
TRAALZC128F92E11A6	slow	1
TRAAMES128F42AF068	Alternative & Punk	1
TRAAMES128F42AF068	Alternative	1
TRAAMES128F42AF068	sadness	1
TRAAMES128F42AF068	medium	1
TRAAMJY128F92F5919	Urban	1
TRAAMJY128F92F5919	Western Hip-Hop/Rap	1
TRAAMJY128F92F5919	neutral	1
TRAAMJY128F92F5919	slow	1
TRAAMKI128F428537A	Traditional	1
TRAAMKI128F428537A	Classic Country	1
TRAAMKI128F428537A	happiness	1
TRAAMKI128F428537A	fast	1
TRAAMSO128EF348DCC	Rock	1
TRAAMSO128EF348DCC	Metal	1
TRAAMSO128EF348DCC	anger	1
TRAAMSO128EF348DCC	medium	1
TRAANLO128F422AE37	Rock	1
TRAANLO128F422AE37	Metal	1
TRAANLO128F422AE37	anger	1
TRAANLO128F422AE37	medium	1
TRAANTZ128E0792529	Alternative & Punk	1
TRAANTZ128E0792529	sadness	1
TRAANTZ128E0792529	neutral	1
TRAANTZ128E0792529	slow	1
TRAAOIN128F9303790	Alternative & Punk	1
TRAAOIN128F9303790	Indie Rock	1
TRAAOIN128F9303790	anger	1
TRAAOIN128F9303790	fast	1
TRAAOJI128F1458DCD	Alternative & Punk	1
TRAAOJI128F1458DCD	Synth Pop	1
TRAAOJI128F1458DCD	anger	1
TRAAOJI128F1458DCD	fast	1
TRAAPFQ128F42684DB	Rock	1
TRAAPFQ128F42684DB	Metal	1
TRAAPFQ128F42684DB	Black Metal	1
TRAAPFQ128F42684DB	anger	1
TRAAPFQ128F42684DB	medium	1
TRAAPIV128F1493132	Rock	1
TRAAPIV128F1493132	70s Rock	1
TRAAPIV128F1493132	anger	1
TRAAPIV128F1493132	medium	1
TRAAPPQ128F14961F5	Alternative & Punk	1
TRAAPPQ128F14961F5	New Wave Pop	1
TRAAPPQ128F14961F5	happiness	1
TRAAPPQ128F14961F5	medium	1
TRAAPSQ12903CAE86A	Alternative & Punk	1
TRAAPSQ12903CAE86A	Punk	1
TRAAPSQ12903CAE86A	happiness	1
TRAAPSQ12903CAE86A	anger	1
TRAAPSQ12903CAE86A	fast	1
TRAAPVV128F425D64C	Urban	1
TRAAPVV128F425D64C	Contemporary R&B/Soul	1
TRAAPVV128F425D64C	happiness	1
TRAAPVV128F425D64C	medium	1
TRAAPWD128F931ACD4	Electronica	1
TRAAPWD128F931ACD4	happiness	1
TRAAPWD128F931ACD4	fast	1
TRAAQBF12903CF796B	Traditional	1
TRAAQBF12903CF796B	Country	1
TRAAQBF12903CF796B	sadness	1
TRAAQBF12903CF796B	neutral	1
TRAAQBF12903CF796B	medium	1
TRAAQCK128F92E8C33	Alternative & Punk	1
TRAAQCK128F92E8C33	Synth Pop	1
TRAAQCK128F92E8C33	anger	1
TRAAQCK128F92E8C33	neutral	1
TRAAQCK128F92E8C33	medium	1
TRAAQDJ128F92F95E0	Rock	1
TRAAQDJ128F92F95E0	happiness	1
TRAAQDJ128F92F95E0	medium	1
TRAAQIH128F428BDEA	Urban	1
TRAAQIH128F428BDEA	Western Hip-Hop/Rap	1
TRAAQIH128F428BDEA	anger	1
TRAAQIH128F428BDEA	medium	1
TRAAQLJ128F428E870	Traditional	1
TRAAQLJ128F428E870	happiness	1
TRAAQLJ128F428E870	neutral	1
TRAAQLJ128F428E870	slow	1
TRAAQUF12903CDF4A4	Traditional	1
TRAAQUF12903CDF4A4	Country	1
TRAAQUF12903CDF4A4	happiness	1
TRAAQUF12903CDF4A4	neutral	1
TRAAQUF12903CDF4A4	medium	1
TRAARHS128F931689D	Alternative & Punk	1
TRAARHS128F931689D	Indie Rock	1
TRAARHS128F931689D	anger	1
TRAARHS128F931689D	fast	1
TRAASFP128F42980BD	Electronica	1
TRAASFP128F42980BD	neutral	1
TRAASFP128F42980BD	medium	1
TRAASGM128EF34DBB0	Urban	1
TRAASGM128EF34DBB0	Western Hip-Hop/Rap	1
TRAASGM128EF34DBB0	anger	1
TRAASGM128EF34DBB0	neutral	1
TRAASGM128EF34DBB0	medium	1
TRAASIG128F92C3A6B	Rock	1
TRAASIG128F92C3A6B	Metal	1
TRAASIG128F92C3A6B	Black Metal	1
TRAASIG128F92C3A6B	sadness	1
TRAASIG128F92C3A6B	anger	1
TRAASIG128F92C3A6B	medium	1
TRAASKQ128F4265E04	Rock	1
TRAASKQ128F4265E04	Metal	1
TRAASKQ128F4265E04	happiness	1
TRAASKQ128F4265E04	anger	1
TRAASKQ128F4265E04	medium	1
TRAASQC128F93480F0	Alternative & Punk	1
TRAASQC128F93480F0	Punk	1
TRAASQC128F93480F0	happiness	1
TRAASQC128F93480F0	anger	1
TRAASQC128F93480F0	medium	1
TRAASUZ128F9314950	Rock	1
TRAASUZ128F9314950	Metal	1
TRAASUZ128F9314950	anger	1
TRAASUZ128F9314950	medium	1
TRAATGM12903C9CD7C	Alternative & Punk	1
TRAATGM12903C9CD7C	Alternative	1
TRAATGM12903C9CD7C	Alternative Rock	1
TRAATGM12903C9CD7C	sadness	1
TRAATGM12903C9CD7C	anger	1
TRAATGM12903C9CD7C	medium	1
TRAATIU128F4291A84	Rock	1
TRAATIU128F4291A84	Metal	1
TRAATIU128F4291A84	happiness	1
TRAATIU128F4291A84	anger	1
TRAATIU128F4291A84	fast	1
TRAATJK128F9339179	Pop	1
TRAATJK128F9339179	Western Pop	1
TRAATJK128F9339179	sadness	1
TRAATJK128F9339179	medium	1
TRAATNJ128F42631BA	Rock	1
TRAATNJ128F42631BA	Metal	1
TRAATNJ128F42631BA	happiness	1
TRAATNJ128F42631BA	anger	1
TRAATNJ128F42631BA	fast	1
TRAATPA128F146753C	Rock	1
TRAATPA128F146753C	Metal	1
TRAATPA128F146753C	happiness	1
TRAATPA128F146753C	anger	1
TRAATPA128F146753C	medium	1
TRAATWQ12903CC5BA8	Urban	1
TRAATWQ12903CC5BA8	Western Hip-Hop/Rap	1
TRAATWQ12903CC5BA8	anger	1
TRAATWQ12903CC5BA8	neutral	1
TRAATWQ12903CC5BA8	medium	1
TRAAUEO128E0780CB9	Alternative & Punk	1
TRAAUEO128E0780CB9	Brit Rock	1
TRAAUEO128E0780CB9	anger	1
TRAAUEO128E0780CB9	medium	1
TRAAUMZ12903CA97DC	Other	1
TRAAUMZ12903CA97DC	neutral	1
TRAAUMZ12903CA97DC	slow	1
TRAAVAH128F4284D7C	Urban	1
TRAAVAH128F4284D7C	Western Hip-Hop/Rap	1
TRAAVAH128F4284D7C	Old School Hip-Hop/Rap	1
TRAAVAH128F4284D7C	happiness	1
TRAAVAH128F4284D7C	neutral	1
TRAAVAH128F4284D7C	medium	1
TRAAVIT128F92E657C	Rock	1
TRAAVIT128F92E657C	Metal	1
TRAAVIT128F92E657C	sadness	1
TRAAVIT128F92E657C	anger	1
TRAAVIT128F92E657C	fast	1
TRAAWOR128F92DF3C8	Pop	1
TRAAWOR128F92DF3C8	Western Pop	1
TRAAWOR128F92DF3C8	Adult Alternative Pop	1
TRAAWOR128F92DF3C8	happiness	1
TRAAWOR128F92DF3C8	neutral	1
TRAAWOR128F92DF3C8	slow	1
TRAAWUH128F427F12C	Alternative & Punk	1
TRAAWUH128F427F12C	Indie Rock	1
TRAAWUH128F427F12C	sadness	1
TRAAWUH128F427F12C	neutral	1
TRAAWUH128F427F12C	slow	1
TRAAXMX128F9307699	Electronica	1
TRAAXMX128F9307699	happiness	1
TRAAXMX128F9307699	neutral	1
TRAAXMX128F9307699	medium	1
TRAAXUY128F426BA55	Rock	1
TRAAXUY128F426BA55	happiness	1
TRAAXUY128F426BA55	slow	1
TRAAYGH128F92ECD16	Rock	1
TRAAYGH128F92ECD16	60s Rock	1
TRAAYGH128F92ECD16	sadness	1
TRAAYGH128F92ECD16	neutral	1
TRAAYGH128F92ECD16	medium	1
TRAAYTI128F933663B	Other	1
TRAAYTI128F933663B	Religious	1
TRAAYTI128F933663B	happiness	1
TRAAYTI128F933663B	fast	1
TRAAZBD128F427A97D	Urban	1
TRAAZBD128F427A97D	Western Hip-Hop/Rap	1
TRAAZBD128F427A97D	anger	1
TRAAZBD128F427A97D	neutral	1
TRAAZBD128F427A97D	slow	1
TRAAZGC12903CB5DFB	Traditional	1
TRAAZGC12903CB5DFB	Electric Blues	1
TRAAZGC12903CB5DFB	happiness	1
TRAAZGC12903CB5DFB	anger	1
TRAAZGC12903CB5DFB	medium	1
TRAAZIE128F427961E	Pop	1
TRAAZIE128F427961E	Western Pop	1
TRAAZIE128F427961E	Adult Contemporary	1
TRAAZIE128F427961E	happiness	1
TRAAZIE128F427961E	medium	1
TRAAZPJ128F4292DB5	Other	1
TRAAZPJ128F4292DB5	neutral	1
TRAAZPJ128F4292DB5	slow	1
TRAAZQF128F4285BC3	Rock	1
TRAAZQF128F4285BC3	anger	1
TRAAZQF128F4285BC3	medium	1
TRAAZQW128F93430DC	Pop	1
TRAAZQW128F93430DC	Western Pop	1
TRAAZQW128F93430DC	Adult Alternative Pop	1
TRAAZQW128F93430DC	happiness	1
TRAAZQW128F93430DC	medium	1
TRABAFJ128F42AF24E	Pop	1
TRABAFJ128F42AF24E	Western Pop	1
TRABAFJ128F42AF24E	happiness	1
TRABAFJ128F42AF24E	medium	1
TRABAXL128F424FC50	Electronica	1
TRABAXL128F424FC50	anger	1
TRABAXL128F424FC50	medium	1
TRABBXU128F92FEF48	Rock	1
TRABBXU128F92FEF48	60s Rock	1
TRABBXU128F92FEF48	anger	1
TRABBXU128F92FEF48	medium	1
TRABCEC128F426456E	Jazz	1
TRABCEC128F426456E	sadness	1
TRABCEC128F426456E	medium	1
TRABCIX128F4265903	Pop	1
TRABCIX128F4265903	Western Pop	1
TRABCIX128F4265903	Adult Contemporary	1
TRABCIX128F4265903	happiness	1
TRABCIX128F4265903	medium	1
TRABCTK128F934B224	Rock	1
TRABCTK128F934B224	Hard Rock	1
TRABCTK128F934B224	sadness	1
TRABCTK128F934B224	neutral	1
TRABCTK128F934B224	medium	1
TRABCUQ128E0783E2B	Pop	1
TRABCUQ128E0783E2B	Western Pop	1
TRABCUQ128E0783E2B	happiness	1
TRABCUQ128E0783E2B	sadness	1
TRABCUQ128E0783E2B	medium	1
TRABCXB128F4286BD3	Rock	1
TRABCXB128F4286BD3	Mainstream Rock	1
TRABCXB128F4286BD3	sadness	1
TRABCXB128F4286BD3	medium	1
TRABDSK128F42443F1	Alternative & Punk	1
TRABDSK128F42443F1	Emo & Hardcore	1
TRABDSK128F42443F1	sadness	1
TRABDSK128F42443F1	neutral	1
TRABDSK128F42443F1	medium	1
TRABDVD128F4292CDF	Other	1
TRABDVD128F4292CDF	sadness	1
TRABDVD128F4292CDF	neutral	1
TRABDVD128F4292CDF	slow	1
TRABECY128F93317AA	Rock	1
TRABECY128F93317AA	Metal	1
TRABECY128F93317AA	sadness	1
TRABECY128F93317AA	medium	1
TRABEMC128F148EF2D	Alternative & Punk	1
TRABEMC128F148EF2D	sadness	1
TRABEMC128F148EF2D	fast	1
TRABFGJ12903CF6A75	Traditional	1
TRABFGJ12903CF6A75	Country	1
TRABFGJ12903CF6A75	happiness	1
TRABFGJ12903CF6A75	medium	1
TRABFKN12903CAF61B	Alternative & Punk	1
TRABFKN12903CAF61B	Punk	1
TRABFKN12903CAF61B	Pop Punk	1
TRABFKN12903CAF61B	happiness	1
TRABFKN12903CAF61B	anger	1
TRABFKN12903CAF61B	medium	1
TRABFPX128F9331F21	Other	1
TRABFPX128F9331F21	sadness	1
TRABFPX128F9331F21	medium	1
TRABFQC128F4265349	Urban	1
TRABFQC128F4265349	Contemporary R&B/Soul	1
TRABFQC128F4265349	neutral	1
TRABFQC128F4265349	medium	1
TRABFTP12903CE6A47	Traditional	1
TRABFTP12903CE6A47	Electric Blues	1
TRABFTP12903CE6A47	happiness	1
TRABFTP12903CE6A47	neutral	1
TRABFTP12903CE6A47	medium	1
TRABGMB12903CF50FE	Urban	1
TRABGMB12903CF50FE	Western Hip-Hop/Rap	1
TRABGMB12903CF50FE	anger	1
TRABGMB12903CF50FE	medium	1
TRABHVL128F92EFB0E	Rock	1
TRABHVL128F92EFB0E	Metal	1
TRABHVL128F92EFB0E	sadness	1
TRABHVL128F92EFB0E	anger	1
TRABHVL128F92EFB0E	medium	1
TRABIJJ128F426A1C1	Urban	1
TRABIJJ128F426A1C1	Western Hip-Hop/Rap	1
TRABIJJ128F426A1C1	East Coast Rap	1
TRABIJJ128F426A1C1	anger	1
TRABIJJ128F426A1C1	neutral	1
TRABIJJ128F426A1C1	medium	1
TRABIPA128F1458F79	Alternative & Punk	1
TRABIPA128F1458F79	Indie Rock	1
TRABIPA128F1458F79	happiness	1
TRABIPA128F1458F79	anger	1
TRABIPA128F1458F79	medium	1
TRABIQP128F427D0DD	Alternative & Punk	1
TRABIQP128F427D0DD	Punk	1
TRABIQP128F427D0DD	happiness	1
TRABIQP128F427D0DD	anger	1
TRABIQP128F427D0DD	fast	1
TRABJIX128C7196953	Urban	1
TRABJIX128C7196953	Classic R&B/Soul	1
TRABJIX128C7196953	neutral	1
TRABJIX128C7196953	slow	1
TRABJWA128F9309C09	Rock	1
TRABJWA128F9309C09	Metal	1
TRABJWA128F9309C09	Black Metal	1
TRABJWA128F9309C09	sadness	1
TRABJWA128F9309C09	anger	1
TRABJWA128F9309C09	medium	1
TRABKJU128F422A7FE	Rock	1
TRABKJU128F422A7FE	Metal	1
TRABKJU128F422A7FE	happiness	1
TRABKJU128F422A7FE	anger	1
TRABKJU128F422A7FE	fast	1
TRABKUJ128F4292445	Pop	1
TRABKUJ128F4292445	Western Pop	1
TRABKUJ128F4292445	happiness	1
TRABKUJ128F4292445	neutral	1
TRABKUJ128F4292445	medium	1
TRABLGI128F42B867A	Alternative & Punk	1
TRABLGI128F42B867A	Emo & Hardcore	1
TRABLGI128F42B867A	happiness	1
TRABLGI128F42B867A	anger	1
TRABLGI128F42B867A	medium	1
TRABLMN128E0792687	Alternative & Punk	1
TRABLMN128E0792687	Alternative	1
TRABLMN128E0792687	happiness	1
TRABLMN128E0792687	anger	1
TRABLMN128E0792687	fast	1
TRABMFI128F1476F9F	Alternative & Punk	1
TRABMFI128F1476F9F	anger	1
TRABMFI128F1476F9F	neutral	1
TRABMFI128F1476F9F	medium	1
TRABNET128F14560AC	Rock	1
TRABNET128F14560AC	happiness	1
TRABNET128F14560AC	medium	1
TRABNEV128F92F9F62	Traditional	1
TRABNEV128F92F9F62	Acoustic Blues	1
TRABNEV128F92F9F62	happiness	1
TRABNEV128F92F9F62	medium	1
TRABNEX128F92C9DEA	Alternative & Punk	1
TRABNEX128F92C9DEA	Alternative	1
TRABNEX128F92C9DEA	Alternative Rock	1
TRABNEX128F92C9DEA	sadness	1
TRABNEX128F92C9DEA	medium	1
TRABNLE128EF34B85D	Pop	1
TRABNLE128EF34B85D	European Pop	1
TRABNLE128EF34B85D	happiness	1
TRABNLE128EF34B85D	fast	1
TRABOOL128F426E836	Pop	1
TRABOOL128F426E836	Western Pop	1
TRABOOL128F426E836	neutral	1
TRABOOL128F426E836	slow	1
TRABOXX128F92F29EB	Alternative & Punk	1
TRABOXX128F92F29EB	Synth Pop	1
TRABOXX128F92F29EB	sadness	1
TRABOXX128F92F29EB	medium	1
TRABPEY128F429F541	Traditional	1
TRABPEY128F429F541	Acoustic Blues	1
TRABPEY128F429F541	happiness	1
TRABPEY128F429F541	medium	1
TRABPUI12903CF22CE	Rock	1
TRABPUI12903CF22CE	Metal	1
TRABPUI12903CF22CE	sadness	1
TRABPUI12903CF22CE	anger	1
TRABPUI12903CF22CE	medium	1
TRABQDK128F9308F8E	Traditional	1
TRABQDK128F9308F8E	sadness	1
TRABQDK128F9308F8E	neutral	1
TRABQDK128F9308F8E	slow	1
TRABQZK128F92F54F4	Other	1
TRABQZK128F92F54F4	Latin Pop	1
TRABQZK128F92F54F4	General Latin Pop	1
TRABQZK128F92F54F4	sadness	1
TRABQZK128F92F54F4	slow	1
TRABRMJ128E0780E42	Alternative & Punk	1
TRABRMJ128E0780E42	Punk	1
TRABRMJ128E0780E42	Pop Punk	1
TRABRMJ128E0780E42	happiness	1
TRABRMJ128E0780E42	anger	1
TRABRMJ128E0780E42	medium	1
TRABSKK128F421A902	Rock	1
TRABSKK128F421A902	70s Rock	1
TRABSKK128F421A902	happiness	1
TRABSKK128F421A902	medium	1
TRABSXW128F4233422	Rock	1
TRABSXW128F4233422	Adult Alternative Rock	1
TRABSXW128F4233422	anger	1
TRABSXW128F4233422	medium	1
TRABTNT128F9315009	Traditional	1
TRABTNT128F9315009	Electric Blues	1
TRABTNT128F9315009	happiness	1
TRABTNT128F9315009	medium	1
TRABTXS128F92E2FDC	Alternative & Punk	1
TRABTXS128F92E2FDC	sadness	1
TRABTXS128F92E2FDC	medium	1
TRABTZP128F92D9357	Urban	1
TRABTZP128F92D9357	Contemporary R&B/Soul	1
TRABTZP128F92D9357	happiness	1
TRABTZP128F92D9357	neutral	1
TRABTZP128F92D9357	slow	1
TRABUDI128F92D0C8C	Alternative & Punk	1
TRABUDI128F92D0C8C	Emo & Hardcore	1
TRABUDI128F92D0C8C	happiness	1
TRABUDI128F92D0C8C	anger	1
TRABUDI128F92D0C8C	medium	1
TRABUIN128F93022FF	Electronica	1
TRABUIN128F93022FF	anger	1
TRABUIN128F93022FF	medium	1
TRABUML128F4214EBB	Other	1
TRABUML128F4214EBB	sadness	1
TRABUML128F4214EBB	medium	1
TRABUMO12903CBE25F	Alternative & Punk	1
TRABUMO12903CBE25F	Alternative	1
TRABUMO12903CBE25F	happiness	1
TRABUMO12903CBE25F	anger	1
TRABUMO12903CBE25F	medium	1
TRABUSZ128F4257BAB	Other	1
TRABUSZ128F4257BAB	happiness	1
TRABUSZ128F4257BAB	sadness	1
TRABUSZ128F4257BAB	medium	1
TRABUVN128F930633C	Other	1
TRABUVN128F930633C	happiness	1
TRABUVN128F930633C	medium	1
TRABUYT128F93069C8	Rock	1
TRABUYT128F93069C8	Metal	1
TRABUYT128F93069C8	happiness	1
TRABUYT128F93069C8	anger	1
TRABUYT128F93069C8	fast	1
TRABUZC128F4278978	Alternative & Punk	1
TRABUZC128F4278978	Indie Rock	1
TRABUZC128F4278978	anger	1
TRABUZC128F4278978	fast	1
TRABVIU128E0780DA0	Alternative & Punk	1
TRABVIU128E0780DA0	Brit Rock	1
TRABVIU128E0780DA0	sadness	1
TRABVIU128E0780DA0	anger	1
TRABVIU128E0780DA0	fast	1
TRABVIZ128F42BA066	Rock	1
TRABVIZ128F42BA066	Metal	1
TRABVIZ128F42BA066	anger	1
