track_id	song_id	title	preview_file	mp3_file
TRAACQT128F9331780	SOLLHMX12AB01846DC	The Emperor Falls - John Wesley	TRAACQT128F9331780-mzaf_2431111848429032316.plus.aac.p.m4a	TRAACQT128F9331780-mzaf_2431111848429032316.plus.aac.p.mp3
TRAACTB12903CAAF15	SOGXHEG12AB018653E	It Makes No Difference Now - Billie Jo Spears	TRAACTB12903CAAF15-mzaf_1357965832882525971.plus.aac.p.m4a	TRAACTB12903CAAF15-mzaf_1357965832882525971.plus.aac.p.mp3
TRAADMH128F9343E59	SOTWVQT12A58A79650	Glory Be - R.L. Burnside	TRAADMH128F9343E59-mzaf_6887659447567650264.plus.aac.p.m4a	TRAADMH128F9343E59-mzaf_6887659447567650264.plus.aac.p.mp3
TRAADNA128F9331246	SOTSEJY12AB0180F56	Crossfire - Stevie Ray Vaughan & Double Trouble	TRAADNA128F9331246-mzaf_5529499503176410095.plus.aac.p.m4a	TRAADNA128F9331246-mzaf_5529499503176410095.plus.aac.p.mp3
TRAADQX128F422B4CF	SOTUNMH12A6D4FA3E6	Nashville Parthenon - Casiotone for the Painfully Alone	TRAADQX128F422B4CF-mzaf_5963144006393207479.plus.aac.p.m4a	TRAADQX128F422B4CF-mzaf_5963144006393207479.plus.aac.p.mp3
TRAADRN128F932D607	SOEPPKB12AB018418B	Cocain Ducks - Ec8or	TRAADRN128F932D607-mzaf_3996120766883587517.plus.aac.p.m4a	TRAADRN128F932D607-mzaf_3996120766883587517.plus.aac.p.mp3
TRAADVH128EF34DE7A	SOGKIWV12A6D4F86C4	Human Being - New York Dolls	TRAADVH128EF34DE7A-mzaf_7302566818660604243.plus.aac.p.m4a	TRAADVH128EF34DE7A-mzaf_7302566818660604243.plus.aac.p.mp3
TRAADYB128F92D7E73	SOPHYIS12AAF3B35A3	The More I See You - Eliane Elias	TRAADYB128F92D7E73-mzaf_3703539341397611665.plus.aac.p.m4a	TRAADYB128F92D7E73-mzaf_3703539341397611665.plus.aac.p.mp3
TRAAEAM128F934B199	SOCPRKM12AB018A2FD	Forming - Germs	TRAAEAM128F934B199-mzaf_6470112318373573099.plus.aac.p.m4a	TRAAEAM128F934B199-mzaf_6470112318373573099.plus.aac.p.mp3
TRAAEEH128E0795DFE	SODHVES12A6701CE6B	Driving Home for Christmas - Chris Rea	TRAAEEH128E0795DFE-mzaf_3050587434373134442.plus.aac.p.m4a	TRAAEEH128E0795DFE-mzaf_3050587434373134442.plus.aac.p.mp3
TRAAELO128F9302DD1	SOXIATP12AAF3B2184	Spooks In Space - Perrey & Kingsley	TRAAELO128F9302DD1-mzaf_4294576211001020467.plus.aac.p.m4a	TRAAELO128F9302DD1-mzaf_4294576211001020467.plus.aac.p.mp3
TRAAENC128F1451DE9	SOYQOFI12A6D4F76E1	Too Much Saturn - Francis Dunnery	TRAAENC128F1451DE9-mzm.ocsvdopt.aac.p.m4a	TRAAENC128F1451DE9-mzm.ocsvdopt.aac.p.mp3
TRAAEOU128F9309DE0	SOMZCVH12AB0182B8E	Stream - Suzanne Ciani	TRAAEOU128F9309DE0-mzm.yqyybnkh.aac.p.m4a	TRAAEOU128F9309DE0-mzm.yqyybnkh.aac.p.mp3
TRAAEWG128F930B3A4	SOLGHDZ12AB0183B11	Wicker Chair - Kings of Leon	TRAAEWG128F930B3A4-mzm.thttooxs.aac.p.m4a	TRAAEWG128F930B3A4-mzm.thttooxs.aac.p.mp3
TRAAFJW128F428A424	SOPIKEG12A58291636	Stickin In My Eye - NOFX	TRAAFJW128F428A424-mzm.sxksrwuo.aac.p.m4a	TRAAFJW128F428A424-mzm.sxksrwuo.aac.p.mp3
TRAAFMS128F933AB23	SOSBDSF12AB0189007	Entre Caníbales - Soda Stereo	TRAAFMS128F933AB23-mzm.bajhmajr.aac.p.m4a	TRAAFMS128F933AB23-mzm.bajhmajr.aac.p.mp3
TRAAFRU128F9339158	SOHMMMC12AB0181C42	Sudanese Dance - Xcultures	TRAAFRU128F9339158-mzaf_3631144973000780792.plus.aac.p.m4a	TRAAFRU128F9339158-mzaf_3631144973000780792.plus.aac.p.mp3
TRAAGCZ128F93210FD	SOCHRXB12A8AE48069	Let's Get It Started (Spike Mix) [Bonus Track] - The Black Eyed Peas	TRAAGCZ128F93210FD-mzm.hmjgsjhx.aac.p.m4a	TRAAGCZ128F93210FD-mzm.hmjgsjhx.aac.p.mp3
TRAAGEC128E079252C	SOKBBXO12A6701DEA0	Metal - Nine Inch Nails	TRAAGEC128E079252C-mzm.rwkcyqse.aac.p.m4a	TRAAGEC128E079252C-mzm.rwkcyqse.aac.p.mp3
TRAAGJV128F1464090	SOOOROX12A6D4F8400	It's My Party - Lesley Gore	TRAAGJV128F1464090-mzm.cqjupxnz.aac.p.m4a	TRAAGJV128F1464090-mzm.cqjupxnz.aac.p.mp3
TRAAGPF12903CE027E	SOTUBVH12AB018D2EC	Indian Love Call - Slim Whitman	TRAAGPF12903CE027E-mzaf_2834562655472730560.plus.aac.p.m4a	TRAAGPF12903CE027E-mzaf_2834562655472730560.plus.aac.p.mp3
TRAAGPH128F4273C8D	SOMQAGT12A8C132DB4	You Can Still Be Free - Savage Garden	TRAAGPH128F4273C8D-mzm.cwzfaqgc.aac.p.m4a	TRAAGPH128F4273C8D-mzm.cwzfaqgc.aac.p.mp3
TRAAGPJ128F428CD1B	SOKLLOH12A67020F2C	I Never Came - Queens of the Stone Age	TRAAGPJ128F428CD1B-mzm.ajffsmva.aac.p.m4a	TRAAGPJ128F428CD1B-mzm.ajffsmva.aac.p.mp3
TRAAGVF128E0789785	SODDZAD12A6701DC4C	Commercial Reign - Inspiral Carpets	TRAAGVF128E0789785-mzaf_144587656513583598.plus.aac.p.m4a	TRAAGVF128E0789785-mzaf_144587656513583598.plus.aac.p.mp3
TRAAHEG128E07861C3	SORWHWY12A6702038E	Wkya (Drop) - Redman	TRAAHEG128E07861C3-mzm.vzwoqycd.aac.p.m4a	TRAAHEG128E07861C3-mzm.vzwoqycd.aac.p.mp3
TRAAHKE128F421389B	SOBLTSM12A6D4F9EEA	A Distant Voice - Sonny Simmons	TRAAHKE128F421389B-mzaf_6449932628960295286.plus.aac.p.m4a	TRAAHKE128F421389B-mzaf_6449932628960295286.plus.aac.p.mp3
TRAAHMO128F92DE7C9	SOUQVUD12A8C142DCE	Openbare Weg - Mira	TRAAHMO128F92DE7C9-mzaf_6891094487231238885.plus.aac.p.m4a	TRAAHMO128F92DE7C9-mzaf_6891094487231238885.plus.aac.p.mp3
TRAAHVY128F92E25D6	SODLSHA12AAF3B29F2	Choro - Vince Guaraldi & Bola Sete	TRAAHVY128F92E25D6-mzaf_3555074267374487932.plus.aac.p.m4a	TRAAHVY128F92E25D6-mzaf_3555074267374487932.plus.aac.p.mp3
TRAAHYV128F932A425	SORAVUP12AB018556E	I Want You (Forever) [Deadmau5 Remix] - Carl Cox vs. Yousef	TRAAHYV128F932A425-mzaf_8771540934365742646.plus.aac.p.m4a	TRAAHYV128F932A425-mzaf_8771540934365742646.plus.aac.p.mp3
TRAAIAE128F42AC53D	SOGQTRZ12A8C13C8B0	I Can't Stop Loving You - Martina McBride	TRAAIAE128F42AC53D-mzm.wvmwansv.aac.p.m4a	TRAAIAE128F42AC53D-mzm.wvmwansv.aac.p.mp3
TRAAIDY128F92CA454	SOOGQWR12A8C142505	Candy Man - Hot Tuna	TRAAIDY128F92CA454-mzm.xpyovlnm.aac.p.m4a	TRAAIDY128F92CA454-mzm.xpyovlnm.aac.p.mp3
TRAAIHL128F92E6DDA	SOFRAZJ12A8C143CDB	On Bended Knee - Boyz II Men	TRAAIHL128F92E6DDA-mzaf_189222736795494510.plus.aac.p.m4a	TRAAIHL128F92E6DDA-mzaf_189222736795494510.plus.aac.p.mp3
TRAAIYR12903CD290D	SOCHXAE12AF72A25D6	White Feather - Wolfmother	TRAAIYR12903CD290D-mzm.ebinsbdu.aac.p.m4a	TRAAIYR12903CD290D-mzm.ebinsbdu.aac.p.mp3
TRAAJJG128F4284B27	SOOGNJP12A8C1381AD	Medicate Myself - The Verve Pipe	TRAAJJG128F4284B27-mzm.szzmswrm.aac.p.m4a	TRAAJJG128F4284B27-mzm.szzmswrm.aac.p.mp3
TRAAKAS128F4246013	SOJEVZW12A8C133988	Waiting - Porcupine Tree	TRAAKAS128F4246013-mzaf_2569095786222253764.plus.aac.p.m4a	TRAAKAS128F4246013-mzaf_2569095786222253764.plus.aac.p.mp3
TRAAKDF128F92FA302	SODOLVO12B0B80B2F4	Hell - Foo Fighters	TRAAKDF128F92FA302-mzaf_6918492109305234577.plus.aac.p.m4a	TRAAKDF128F92FA302-mzaf_6918492109305234577.plus.aac.p.mp3
TRAAKDG128F42A0ECB	SOEHWGF12A6D4F8B2B	Hips Don't Lie (feat. Wyclef Jean) - Shakira	TRAAKDG128F42A0ECB-mzaf_1014890445008856662.plus.aac.p.m4a	TRAAKDG128F42A0ECB-mzaf_1014890445008856662.plus.aac.p.mp3
TRAAKTK128F9343DCC	SOFBQIA12AB0182219	Te Hacen Falta Vitaminas - Soda Stereo	TRAAKTK128F9343DCC-mzm.zdtyszks.aac.p.m4a	TRAAKTK128F9343DCC-mzm.zdtyszks.aac.p.mp3
TRAALHD12903D0BD6A	SOQCHGV12AC4688FC6	No Control - Eddie Money	TRAALHD12903D0BD6A-mzm.vzwnyohd.aac.p.m4a	TRAALHD12903D0BD6A-mzm.vzwnyohd.aac.p.mp3
TRAALRZ128F429024E	SOAFIPD12A8C13A261	Mozart - Suzanne Ciani	TRAALRZ128F429024E-mzm.xzjtxban.aac.p.m4a	TRAALRZ128F429024E-mzm.xzjtxban.aac.p.mp3
TRAALZC128F92E11A6	SOEVGMZ12A8C1421B5	Daddy Was an Old Time Preacher Man - Dolly Parton & Porter Wagoner	TRAALZC128F92E11A6-mzm.cngzhphv.aac.p.m4a	TRAALZC128F92E11A6-mzm.cngzhphv.aac.p.mp3
TRAAMES128F42AF068	SOHTWLT12A8C13CFE1	Inside Job - Pearl Jam	TRAAMES128F42AF068-mzm.xrnewynm.aac.p.m4a	TRAAMES128F42AF068-mzm.xrnewynm.aac.p.mp3
TRAAMJY128F92F5919	SOSGXRU12AAF3B2B07	Born and Raised In Compton - DJ Quik	TRAAMJY128F92F5919-mzm.nrrdxzkv.aac.p.m4a	TRAAMJY128F92F5919-mzm.nrrdxzkv.aac.p.mp3
TRAAMKI128F428537A	SOFRUDU12A8C13A40C	We're Gonna Go Fishin' - Hank Locklin	TRAAMKI128F428537A-mzm.roeswwpm.aac.p.m4a	TRAAMKI128F428537A-mzm.roeswwpm.aac.p.mp3
TRAAMSO128EF348DCC	SORAJXA12A58A7A4C9	Bitch Is Back - L.A. Guns	TRAAMSO128EF348DCC-mzm.cpmzvwcv.aac.p.m4a	TRAAMSO128EF348DCC-mzm.cpmzvwcv.aac.p.mp3
TRAANLO128F422AE37	SOFPYXC12A58A7A4B9	Summer Dying Fast - Cradle of Filth	TRAANLO128F422AE37-mzm.ypbtuhsl.aac.p.m4a	TRAANLO128F422AE37-mzm.ypbtuhsl.aac.p.mp3
TRAANTZ128E0792529	SOKIGWD12A6701DE9D	The Frail - Nine Inch Nails	TRAANTZ128E0792529-mzm.pzfbibhf.aac.p.m4a	TRAANTZ128E0792529-mzm.pzfbibhf.aac.p.mp3
TRAAOIN128F9303790	SOLEYPL12A6D4F83CE	Snowball - Test Icicles	TRAAOIN128F9303790-mzaf_3817856937509289076.plus.aac.p.m4a	TRAAOIN128F9303790-mzaf_3817856937509289076.plus.aac.p.mp3
TRAAOJI128F1458DCD	SOZFCNC12A6D4F76F3	(We Don't Need This) Fascist Groove Thang - Heaven 17	TRAAOJI128F1458DCD-mzaf_764562470252672400.plus.aac.p.m4a	TRAAOJI128F1458DCD-mzaf_764562470252672400.plus.aac.p.mp3
TRAAPFQ128F42684DB	SOJBYGW12A8C13A497	Master of Disharmony - Dimmu Borgir	TRAAPFQ128F42684DB-mzaf_8653589171701554406.plus.aac.p.m4a	TRAAPFQ128F42684DB-mzaf_8653589171701554406.plus.aac.p.mp3
TRAAPIV128F1493132	SOJHKYL12A6D4FA0AC	What Are We Here For - Gary Moore	TRAAPIV128F1493132-mzaf_6898728825809514354.plus.aac.p.m4a	TRAAPIV128F1493132-mzaf_6898728825809514354.plus.aac.p.mp3
TRAAPPQ128F14961F5	SONRSQW12A6D4F6D1C	Wig - The B-52's	TRAAPPQ128F14961F5-mzm.qaneubyn.aac.p.m4a	TRAAPPQ128F14961F5-mzm.qaneubyn.aac.p.mp3
TRAAPSQ12903CAE86A	SOMKMPB12A8C1447D0	God Save the Queen (Live) - Sex Pistols	TRAAPSQ12903CAE86A-mzaf_6236099228521950870.plus.aac.p.m4a	TRAAPSQ12903CAE86A-mzaf_6236099228521950870.plus.aac.p.mp3
TRAAPVV128F425D64C	SOSGQPS12A8AE48538	Forever - Chris Brown	TRAAPVV128F425D64C-mzm.kkwwffpr.aac.p.m4a	TRAAPVV128F425D64C-mzm.kkwwffpr.aac.p.mp3
TRAAPWD128F931ACD4	SOKENJQ12AB017EC8C	Sun Is Shining (feat. Desy & Ic3) - Deekline & Wizard	TRAAPWD128F931ACD4-mzaf_4121458105373999699.plus.aac.p.m4a	TRAAPWD128F931ACD4-mzaf_4121458105373999699.plus.aac.p.mp3
TRAAQBF12903CF796B	SOIKIJC12AC3DFB3D2	Have Yourself a Merry Little Christmas - Hem	TRAAQBF12903CF796B-mzaf_8962597696729100686.plus.aac.p.m4a	TRAAQBF12903CF796B-mzaf_8962597696729100686.plus.aac.p.mp3
TRAAQCK128F92E8C33	SOFJNQR12A6D4FAE92	U Killed It - Lily Allen	TRAAQCK128F92E8C33-mzaf_6705666506566509345.plus.aac.p.m4a	TRAAQCK128F92E8C33-mzaf_6705666506566509345.plus.aac.p.mp3
TRAAQDJ128F92F95E0	SOGDFIT12AB018528B	Rain and Snow - Pentangle	TRAAQDJ128F92F95E0-mzaf_5203151553000531228.plus.aac.p.m4a	TRAAQDJ128F92F95E0-mzaf_5203151553000531228.plus.aac.p.mp3
TRAAQIH128F428BDEA	SOCQWKZ12A8C13CE4C	(Bloody Paw On the) Kill Floor - Busdriver	TRAAQIH128F428BDEA-mzm.fscbfhsh.aac.p.m4a	TRAAQIH128F428BDEA-mzm.fscbfhsh.aac.p.mp3
TRAAQLJ128F428E870	SOKEXTF12A8C13AE7E	Inolvidable - Bebo & Cigala	TRAAQLJ128F428E870-mzaf_5469512966756142323.plus.aac.p.m4a	TRAAQLJ128F428E870-mzaf_5469512966756142323.plus.aac.p.mp3
TRAAQUF12903CDF4A4	SOKZTUH12AB018B938	Give Me 40 Acres (to Turn This Rig Around) - The Willis Brothers	TRAAQUF12903CDF4A4-mzaf_6973748806932143127.plus.aac.p.m4a	TRAAQUF12903CDF4A4-mzaf_6973748806932143127.plus.aac.p.mp3
TRAARHS128F931689D	SOGOQGE12AB0182907	Spaceman - The Killers	TRAARHS128F931689D-mzaf_4844878570437987410.plus.aac.p.m4a	TRAARHS128F931689D-mzaf_4844878570437987410.plus.aac.p.mp3
TRAASFP128F42980BD	SOFSKON12A8C13B3B5	Illuminate - Orbital	TRAASFP128F42980BD-mzaf_5521391848397660898.plus.aac.p.m4a	TRAASFP128F42980BD-mzaf_5521391848397660898.plus.aac.p.mp3
TRAASGM128EF34DBB0	SOBOCAG12A6BD55D56	Never Forget Me - Bone Thugs-N-Harmony featuring Akon	TRAASGM128EF34DBB0-mzm.ejhrnyql.aac.p.m4a	TRAASGM128EF34DBB0-mzm.ejhrnyql.aac.p.mp3
TRAASIG128F92C3A6B	SONCYFS12A8C14261E	Ukkosenjumalan Poika - Moonsorrow	TRAASIG128F92C3A6B-mzaf_5062934358152524425.plus.aac.p.m4a	TRAASIG128F92C3A6B-mzaf_5062934358152524425.plus.aac.p.mp3
TRAASKQ128F4265E04	SOXZLDX12A58A7CE52	Kick Out the Jams - Rage Against the Machine	TRAASKQ128F4265E04-mzaf_768587796415180314.plus.aac.p.m4a	TRAASKQ128F4265E04-mzaf_768587796415180314.plus.aac.p.mp3
TRAASQC128F93480F0	SOSKUNI12AB0187F12	Amber Changing - Rise Against	TRAASQC128F93480F0-mzaf_5976298396931910416.plus.aac.p.m4a	TRAASQC128F93480F0-mzaf_5976298396931910416.plus.aac.p.mp3
TRAASUZ128F9314950	SOOKISK12AB0180667	Hey Daddy - Korn	TRAASUZ128F9314950-mzaf_8415770520425392125.plus.aac.p.m4a	TRAASUZ128F9314950-mzaf_8415770520425392125.plus.aac.p.mp3
TRAATGM12903C9CD7C	SOLKTEK12AB018BE1A	Walk Away - Tantric	TRAATGM12903C9CD7C-mzm.wkkcjbds.aac.p.m4a	TRAATGM12903C9CD7C-mzm.wkkcjbds.aac.p.mp3
TRAATIU128F4291A84	SODYZIU12A8C13FBD9	Shadows that Move - Mastodon	TRAATIU128F4291A84-mzaf_1324619055278210988.plus.aac.p.m4a	TRAATIU128F4291A84-mzaf_1324619055278210988.plus.aac.p.mp3
TRAATJK128F9339179	SOJRCDU12AB0189D27	Smile - Xcultures	TRAATJK128F9339179-mzaf_5810328044525230482.plus.aac.p.m4a	TRAATJK128F9339179-mzaf_5810328044525230482.plus.aac.p.mp3
TRAATNJ128F42631BA	SOVHRBI12A81C22E02	Ever Be - Korn	TRAATNJ128F42631BA-mzaf_5960706684627782226.plus.aac.p.m4a	TRAATNJ128F42631BA-mzaf_5960706684627782226.plus.aac.p.mp3
TRAATPA128F146753C	SOEETVW12A6D4F93B8	Teacher's Pet - Extreme	TRAATPA128F146753C-mzm.qqfysrnu.aac.p.m4a	TRAATPA128F146753C-mzm.qqfysrnu.aac.p.mp3
TRAATWQ12903CC5BA8	SOQBQWN12AB0186782	Go To Hell - Prozak	TRAATWQ12903CC5BA8-mzaf_1367166658547428422.plus.aac.p.m4a	TRAATWQ12903CC5BA8-mzaf_1367166658547428422.plus.aac.p.mp3
TRAAUEO128E0780CB9	SODWXQV12A6310F10D	English Summer Rain - Placebo	TRAAUEO128E0780CB9-mzaf_4684702501730254368.plus.aac.p.m4a	TRAAUEO128E0780CB9-mzaf_4684702501730254368.plus.aac.p.mp3
TRAAUMZ12903CA97DC	SODAEVD12AB01886BB	The First Noel - Carl Doy	TRAAUMZ12903CA97DC-mzm.xabrnhxr.aac.p.m4a	TRAAUMZ12903CA97DC-mzm.xabrnhxr.aac.p.mp3
TRAAVAH128F4284D7C	SOTVEKK12A8C1392E1	Hard Times - Run-DMC	TRAAVAH128F4284D7C-mzaf_553604872031243643.plus.aac.p.m4a	TRAAVAH128F4284D7C-mzaf_553604872031243643.plus.aac.p.mp3
TRAAVIT128F92E657C	SOAKXET12CF5F86E71	Escapist - Nightwish	TRAAVIT128F92E657C-mzm.rfdkrluw.aac.p.m4a	TRAAVIT128F92E657C-mzm.rfdkrluw.aac.p.mp3
TRAAWOR128F92DF3C8	SOBJYXZ12A8AE45FF1	Wounded Hearts - Sandi Thom	TRAAWOR128F92DF3C8-mzaf_6502479963563752375.plus.aac.p.m4a	TRAAWOR128F92DF3C8-mzaf_6502479963563752375.plus.aac.p.mp3
TRAAWUH128F427F12C	SOCVGQS12A8C13D7DF	When Morning Comes to Town - The Field Mice	TRAAWUH128F427F12C-mzaf_5318599280285262334.plus.aac.p.m4a	TRAAWUH128F427F12C-mzaf_5318599280285262334.plus.aac.p.mp3
TRAAXMX128F9307699	SOONOZL12A6D4FC475	Same Man (Original Mix) - DJ Delicious & Till West	TRAAXMX128F9307699-mzaf_396419910491302029.plus.aac.p.m4a	TRAAXMX128F9307699-mzaf_396419910491302029.plus.aac.p.mp3
TRAAXUY128F426BA55	SOMWLCK12A8C135D69	Set You Free This Time - Gene Clark	TRAAXUY128F426BA55-mzaf_3816252062089459265.plus.aac.p.m4a	TRAAXUY128F426BA55-mzaf_3816252062089459265.plus.aac.p.mp3
TRAAYGH128F92ECD16	SOEMLQO12AB01808B6	Will You Still Love Me Tomorrow - The Shirelles	TRAAYGH128F92ECD16-mzaf_2278028463732885626.plus.aac.p.m4a	TRAAYGH128F92ECD16-mzaf_2278028463732885626.plus.aac.p.mp3
TRAAYTI128F933663B	SOIRGRL12AB0186BC2	Exchange - Abraham Laboriel	TRAAYTI128F933663B-mzaf_9126423284891144271.plus.aac.p.m4a	TRAAYTI128F933663B-mzaf_9126423284891144271.plus.aac.p.mp3
TRAAZBD128F427A97D	SODTRPJ12A8C1377E9	Oh My God - Sticky Fingaz	TRAAZBD128F427A97D-mzm.vlumusrj.aac.p.m4a	TRAAZBD128F427A97D-mzm.vlumusrj.aac.p.mp3
TRAAZGC12903CB5DFB	SOFVRCJ12AB018B4DA	Hoochie Coochie Man - The Jeff Healey Band	TRAAZGC12903CB5DFB-mzm.gfdmozac.aac.p.m4a	TRAAZGC12903CB5DFB-mzm.gfdmozac.aac.p.mp3
TRAAZIE128F427961E	SOFHQCR12A8C138A74	The Second Summer of Love - Danny Wilson	TRAAZIE128F427961E-mzaf_5676720502665630797.plus.aac.p.m4a	TRAAZIE128F427961E-mzaf_5676720502665630797.plus.aac.p.mp3
TRAAZPJ128F4292DB5	SOENDOQ12A8C139A41	Isla del Luna - Lisa Lynne	TRAAZPJ128F4292DB5-mzm.yjxknvle.aac.p.m4a	TRAAZPJ128F4292DB5-mzm.yjxknvle.aac.p.mp3
TRAAZQF128F4285BC3	SOWHAEF12A8C13EF0C	Mizuirono Ame - Pe'z	TRAAZQF128F4285BC3-mzaf_8665662344845000758.plus.aac.p.m4a	TRAAZQF128F4285BC3-mzaf_8665662344845000758.plus.aac.p.mp3
TRAAZQW128F93430DC	SOTTXNS12AB0187861	Another Long One - Shawn Colvin	TRAAZQW128F93430DC-mzm.isiexkmh.aac.p.m4a	TRAAZQW128F93430DC-mzm.isiexkmh.aac.p.mp3
TRABAFJ128F42AF24E	SOPVXLX12A8C1402D5	Larger Than Life - Backstreet Boys	TRABAFJ128F42AF24E-mzm.unwjacqj.aac.p.m4a	TRABAFJ128F42AF24E-mzm.unwjacqj.aac.p.mp3
TRABAXL128F424FC50	SOQVMXR12A81C21483	Salt In NYC - Trafik	TRABAXL128F424FC50-mzaf_593796063299274548.plus.aac.p.m4a	TRABAXL128F424FC50-mzaf_593796063299274548.plus.aac.p.mp3
TRABBXU128F92FEF48	SOXILUQ12A58A7C72A	Jenny Take a Ride - Mitch Ryder & The Detroit Wheels	TRABBXU128F92FEF48-mzm.yhvjjiov.aac.p.m4a	TRABBXU128F92FEF48-mzm.yhvjjiov.aac.p.mp3
TRABCEC128F426456E	SONSKXP12A8C13A2C9	Native Soul - Danilo Perez	TRABCEC128F426456E-mzm.jvlhxwdm.aac.p.m4a	TRABCEC128F426456E-mzm.jvlhxwdm.aac.p.mp3
TRABCIX128F4265903	SONWXQJ12A8C134D94	Only Love (The Ballad of Sleeping Beauty) - Sophie B. Hawkins	TRABCIX128F4265903-mzm.abbbnhjl.aac.p.m4a	TRABCIX128F4265903-mzm.abbbnhjl.aac.p.mp3
TRABCTK128F934B224	SOGDBUF12A8C140FAA	"Pimps, Hustlas - E-40 & James ""Stomp Down"" Bailey"	TRABCTK128F934B224-mzaf_385940275797271473.plus.aac.p.m4a	TRABCTK128F934B224-mzaf_385940275797271473.plus.aac.p.mp3
TRABCUQ128E0783E2B	SORRZGD12A6310DBC3	Harajuku Girls - Gwen Stefani	TRABCUQ128E0783E2B-mzm.iskuwfgz.aac.p.m4a	TRABCUQ128E0783E2B-mzm.iskuwfgz.aac.p.mp3
TRABCXB128F4286BD3	SODAUVL12A8C13D184	Prognosis - Steve Morse	TRABCXB128F4286BD3-mzaf_3532442894352055209.plus.aac.p.m4a	TRABCXB128F4286BD3-mzaf_3532442894352055209.plus.aac.p.mp3
TRABDSK128F42443F1	SOLCALW12A8C132870	Swallow the Knife (Segue) - Story of the Year	TRABDSK128F42443F1-mzm.xmbtdjxj.aac.p.m4a	TRABDSK128F42443F1-mzm.xmbtdjxj.aac.p.mp3
TRABDVD128F4292CDF	SOUMWOQ12A8C13A949	Lake of Dreams - Lisa Lynne	TRABDVD128F4292CDF-mzm.wcigqjfi.aac.p.m4a	TRABDVD128F4292CDF-mzm.wcigqjfi.aac.p.mp3
TRABECY128F93317AA	SODLRRT12AB0189535	Disappeared - John Wesley	TRABECY128F93317AA-mzaf_7619427918783979693.plus.aac.p.m4a	TRABECY128F93317AA-mzaf_7619427918783979693.plus.aac.p.mp3
TRABEMC128F148EF2D	SOWETWO12A6D4FA5F3	Wonderwall - Oasis	TRABEMC128F148EF2D-mzaf_2731731776227770065.plus.aac.p.m4a	TRABEMC128F148EF2D-mzaf_2731731776227770065.plus.aac.p.mp3
